3.667911659513590905e+01,1.580599999999999916e+01,3.686743413929989543e+01,8.588400000000001810e+00,3.578572987721691590e+01,5.893270270270269862e+01,2.496181818181818102e+01,2.520714285714285552e+01,4.655542452830188438e+01,7.224622641509432341e+00,1.926176991150442319e+01,5.951734265734265250e+01,3.988560810810810864e+01,6.820248554913294470e+01,1.170758778625954051e+02,1.842153846153845720e+01,1.297249999999999837e+01,3.238118716273783804e+01
2.823281115879828462e+01,1.258440000000000047e+01,2.837399133886683700e+01,7.618439716312057186e+00,2.888231903485254648e+01,3.542421052631578959e+01,2.373600000000000065e+01,2.512310231023102602e+01,3.942179389312977378e+01,7.577799999999999869e+00,2.033326126126125999e+01,5.451893617021276839e+01,2.072728476821191990e+01,3.674811764705881956e+01,5.255286821705426092e+01,1.388769230769230845e+01,1.117249999999999943e+01,2.501068730474295876e+01
3.499065538350738080e+01,1.574400000000000155e+01,3.516549781976743816e+01,8.241268656716417951e+00,3.588789321789321463e+01,4.469547619047619236e+01,1.938285714285714079e+01,2.746311572700296821e+01,4.686301886792453075e+01,7.133333333333333748e+00,2.228330841121495354e+01,5.752486486486486683e+01,3.280090277777777885e+01,5.770022988505747463e+01,9.463645454545456914e+01,2.018307692307692136e+01,1.093500000000000227e+01,3.100612507138779961e+01
3.482886029411764639e+01,1.395359999999999623e+01,3.502250834879406227e+01,7.759310344827587969e+00,3.473359264497878485e+01,5.249692307692307480e+01,1.490107142857142897e+01,2.169769480519480354e+01,5.411184905660377353e+01,7.155943396226415842e+00,2.227082882882882942e+01,6.804742424242425614e+01,2.712507142857143094e+01,4.026241025641025573e+01,1.124231730769230779e+02,1.552230769230769170e+01,1.225416666666666465e+01,3.043566328011610267e+01
2.977575328265376697e+01,1.372279999999999944e+01,2.991563611014290913e+01,8.171746987951806318e+00,3.007780189959294859e+01,4.481441176470588061e+01,2.240357142857142136e+01,2.530259999999999820e+01,5.259664122137404263e+01,7.166339285714286689e+00,1.908628183361629738e+01,5.768084337349397828e+01,2.564350364963503637e+01,3.660518918918919695e+01,5.448834951456311870e+01,1.520384615384615401e+01,1.211833333333333407e+01,2.655983973473329485e+01
3.877567378368918583e+01,1.444800000000000040e+01,3.899043079096045261e+01,8.206458333333333854e+00,3.885509485094851101e+01,4.777888888888889340e+01,1.986372093023255658e+01,2.673288343558281710e+01,8.427316666666665412e+01,7.257272727272727764e+00,2.300873188405796910e+01,6.492182926829268297e+01,2.344585526315789537e+01,3.069939698492462554e+01,1.509332989690721831e+02,1.594230769230769162e+01,1.282916666666666572e+01,3.385173087660528779e+01
2.940102344622255259e+01,1.290599999999999881e+01,2.955593538692712130e+01,8.082238805970149542e+00,3.146034883720930253e+01,4.440476190476190510e+01,1.697500000000000497e+01,2.014025559105431284e+01,4.065937984496124358e+01,7.535252525252523981e+00,1.891066276803118740e+01,4.330147651006711129e+01,2.633960264900662551e+01,3.950750000000000739e+01,9.204692307692307907e+01,1.327692307692307594e+01,1.250416666666666821e+01,2.589607268464241940e+01
3.253153626295105028e+01,1.372840000000000060e+01,3.270099495313626647e+01,8.186601307189542709e+00,3.256944827586206515e+01,4.079895833333333854e+01,1.513604166666666551e+01,2.104280000000000328e+01,5.766253846153846041e+01,7.085999999999999410e+00,2.257726577437858495e+01,5.532132450331125995e+01,2.409866197183098535e+01,3.381237288135593388e+01,9.417820512820512135e+01,1.721461538461538510e+01,9.951666666666666217e+00,2.866312712826338327e+01
2.792461903025884595e+01,1.556080000000000219e+01,2.803834069168506105e+01,7.745343511450380802e+00,3.001525179856114889e+01,4.999800000000000466e+01,1.631333333333333258e+01,2.305533123028391529e+01,3.965855072463768494e+01,7.376666666666666927e+00,1.737253787878788103e+01,5.167873134328358731e+01,2.547518072289156521e+01,4.194234285714285448e+01,4.587192982456140555e+01,1.914538461538461434e+01,1.167750000000000199e+01,2.533991061130332056e+01
3.525237330478230291e+01,1.330639999999999823e+01,3.544994238386748719e+01,8.165886524822694170e+00,3.552320781032077690e+01,3.578466666666665930e+01,2.361900000000000688e+01,2.528055718475073377e+01,4.749866666666666504e+01,7.183545454545455122e+00,1.851023809523809405e+01,5.445472392638037462e+01,4.811529801324504518e+01,5.763091428571428310e+01,1.113768932038835118e+02,1.638692307692307892e+01,9.969166666666666288e+00,3.074122200170120323e+01
2.895423006916636055e+01,1.359119999999999884e+01,2.909533063923585416e+01,7.877751479289940129e+00,3.398439058171745586e+01,2.696058823529412152e+01,1.781216216216216353e+01,2.491506711409395791e+01,3.585616000000000270e+01,7.421346153846154259e+00,2.030404255319148987e+01,4.847059602649006393e+01,2.763769230769230845e+01,4.207194594594594150e+01,4.501258928571428442e+01,1.793923076923076820e+01,8.880833333333333357e+00,2.574622407834101878e+01
2.769962317810167463e+01,1.426599999999999824e+01,2.782008249641320319e+01,8.086499999999999133e+00,3.098964887640449106e+01,8.240500000000000114e+01,1.624523809523809348e+01,2.215835106382979092e+01,3.507449218749999886e+01,7.079279279279280246e+00,1.926834797891036644e+01,4.827978102189781140e+01,2.259562043795620667e+01,3.490050314465408121e+01,5.465066666666666606e+01,1.682538461538461760e+01,1.149333333333333407e+01,2.494683154324469854e+01
2.956742050732404081e+01,1.191666666666666607e+01,2.972007567567567321e+01,7.644676258992806339e+00,3.228086592178770786e+01,6.240269230769231967e+01,1.721806451612903288e+01,2.162231746031746127e+01,4.190584269662921457e+01,7.367272727272727195e+00,1.948244206773618714e+01,5.801167883211679310e+01,2.244723270440251284e+01,3.544939999999999714e+01,6.837491228070174998e+01,1.462416666666666742e+01,9.209166666666666501e+00,2.605242060085832634e+01
2.850098384201076840e+01,1.253279999999999816e+01,2.864562318840580346e+01,7.537226277372262473e+00,2.910947142857142467e+01,4.380780487804878476e+01,1.490354838709677310e+01,2.191666666666666785e+01,3.537018939393939121e+01,7.126875000000000071e+00,2.036989150090415635e+01,7.238295302013422372e+01,2.488858156028368995e+01,3.675111111111111484e+01,5.256052631578948109e+01,1.038769230769230845e+01,1.485666666666666735e+01,2.520271225071225629e+01
2.800866523143164599e+01,1.265879999999999939e+01,2.814760318609702949e+01,7.631523178807947616e+00,3.113664392905866407e+01,6.154432432432432165e+01,1.797787878787879023e+01,2.276755287009063267e+01,3.490593750000000028e+01,7.090582524271844989e+00,1.770553672316384208e+01,4.585663865546219142e+01,2.831631578947368411e+01,4.447974619289339415e+01,4.848966386554622687e+01,1.273307692307692385e+01,1.257833333333333137e+01,2.483991457858767049e+01
3.127080212014134020e+01,1.322833333333333350e+01,3.142512116892373442e+01,8.202536231884058893e+00,3.190816919191919254e+01,4.783733333333332638e+01,1.948499999999999943e+01,2.527418831168830948e+01,5.212742616033754928e+01,7.104473684210526940e+00,2.079740143369175698e+01,5.664704225352112132e+01,2.522919463087248459e+01,3.692581920903955250e+01,7.079439024390242707e+01,1.471083333333333343e+01,1.174583333333333179e+01,2.770938457175266478e+01
3.139264321972444094e+01,1.465599999999999881e+01,3.154574094401756668e+01,7.857666666666665911e+00,3.215092647058823871e+01,6.171166666666666600e+01,1.734710526315788925e+01,2.343210526315789721e+01,5.647224409448818960e+01,7.620639999999999858e+00,2.025108108108108240e+01,5.296985185185184974e+01,2.835748251748251647e+01,3.871062200956937716e+01,7.108510204081633788e+01,1.544538461538461505e+01,1.380083333333333684e+01,2.790884582256671820e+01
3.313592056421678222e+01,1.201560000000000095e+01,3.333375046834019884e+01,7.914375000000000604e+00,3.437145658263305137e+01,4.852939393939394819e+01,1.581476190476190347e+01,2.601260317460317850e+01,4.517733333333332979e+01,7.176399999999998336e+00,2.219473684210526443e+01,7.140590277777778283e+01,2.059598540145985623e+01,3.506269841269841692e+01,9.014745614035088295e+01,1.629692307692307551e+01,7.377500000000000391e+00,2.865735010236910796e+01
2.952519569120287102e+01,1.463240000000000052e+01,2.966009420289855569e+01,8.065283018867923204e+00,3.630673699015471101e+01,4.830647058823529250e+01,2.260472222222221816e+01,2.503118840579710280e+01,3.773347490347489952e+01,7.174953271028037705e+00,2.021256457564575371e+01,4.974713286713285498e+01,2.507000000000000028e+01,3.359729885057471677e+01,5.371339805825243019e+01,1.726923076923077005e+01,1.177583333333333293e+01,2.644904843304841791e+01
2.720999633699634046e+01,1.261040000000000205e+01,2.734492791127541622e+01,7.553893129770991699e+00,3.060626404494382058e+01,5.550499999999999545e+01,1.670193548387097238e+01,2.331423076923076820e+01,2.992937743190661593e+01,6.973303571428571601e+00,1.832119544592030280e+01,4.567155405405405588e+01,2.741043165467626253e+01,4.191576271186441005e+01,4.886962616822430050e+01,1.507230769230769241e+01,9.943333333333333357e+00,2.414640520984080396e+01
3.074545519203413946e+01,1.414680000000000071e+01,3.089434876210979652e+01,7.915519480519479067e+00,3.284338418862690645e+01,3.619431818181818272e+01,1.900369565217391710e+01,2.107727868852458997e+01,3.991147601476014728e+01,7.416511627906976933e+00,2.158542533081285697e+01,5.399265060240963265e+01,2.762977443609021933e+01,4.009476923076923072e+01,9.213553191489361893e+01,1.629846153846154166e+01,1.181583333333333208e+01,2.734312977099237330e+01
3.508651254480286497e+01,1.544040000000000035e+01,3.526414466546112436e+01,8.288923076923076394e+00,3.400088983050847702e+01,4.191184210526316178e+01,2.029705882352941160e+01,2.205592920353982223e+01,5.055168724279835857e+01,7.226202531645570026e+00,2.357144557823129460e+01,4.490590909090909832e+01,2.837231788079469652e+01,3.346352941176471063e+01,1.583374789915966687e+02,1.634307692307692506e+01,1.446250000000000036e+01,3.103432716927453328e+01
2.984394223826715020e+01,1.158400000000000141e+01,3.001024408014571776e+01,8.039722222222222214e+00,3.111167822468793531e+01,5.181370370370369471e+01,2.220849999999999724e+01,2.516282608695652101e+01,4.767886075949366642e+01,7.557545454545453900e+00,1.970584210526315871e+01,4.771079470198675665e+01,2.552535483870967781e+01,3.937994350282485101e+01,7.587450549450549886e+01,1.247153846153846324e+01,1.062250000000000050e+01,2.605611444921309783e+01
2.870348742603550107e+01,1.538360000000000127e+01,2.882778648749533446e+01,7.753602941176470864e+00,3.347276243093922687e+01,5.474750000000000227e+01,1.979656250000000028e+01,2.576749174917491558e+01,3.272661157024793255e+01,7.234424778761061603e+00,1.849508670520231490e+01,5.656092857142857611e+01,2.216859154929577613e+01,3.375192090395480449e+01,5.335058252427183589e+01,1.831615384615384556e+01,1.220666666666666877e+01,2.588723826188392252e+01
