3.524591949867438245e+01,2.326648648648648532e+01,3.535371108949416197e+01,8.025238095238094616e+00,3.427949218750000426e+01,5.830155963302752298e+01,3.162535211267606527e+01,3.862755555555555276e+01,5.060504854368931404e+01,9.020029761904762466e+00,3.078905021834060918e+01,6.936668393782383646e+01,3.571855263157894456e+01,3.797769980506822662e+01,4.908163636363635618e+01,2.271230769230769297e+01,1.876300000000000168e+01,3.278442359249326188e+01
3.822983950908662365e+01,2.229928571428571260e+01,3.838933492252682100e+01,8.086999999999997968e+00,3.693257281553398030e+01,6.931398148148147698e+01,2.918242424242424704e+01,3.748431524547803662e+01,7.006000000000000227e+01,9.562770700636942678e+00,3.217797427652732978e+01,7.102112820512820690e+01,4.569087209302325192e+01,4.493138121546960662e+01,4.399365853658536452e+01,1.988599999999999923e+01,1.464266666666666517e+01,3.467284326306150177e+01
3.395628167641325490e+01,2.031044444444444608e+01,3.410756590293175350e+01,7.856612903225807187e+00,3.236531776913099634e+01,6.180759999999999366e+01,2.819127272727272526e+01,3.154808625336927363e+01,5.619839285714287058e+01,8.969290123456790553e+00,2.948555932203390029e+01,6.827432432432432563e+01,3.486871508379888240e+01,4.135473977695166781e+01,4.100286307053941925e+01,2.142749999999999844e+01,1.751666666666666572e+01,3.066402477352569989e+01
3.749752659574468794e+01,2.960382978723404435e+01,3.758825874296894654e+01,8.155689655172414732e+00,3.255581117021276327e+01,7.138763157894736366e+01,2.634164383561643774e+01,3.519755102040816297e+01,7.239561085972852084e+01,8.949205882352941899e+00,3.437208510638297554e+01,7.344678160919541199e+01,4.490975903614457820e+01,4.298278899082568927e+01,4.312202429149797211e+01,2.191750000000000043e+01,2.243909090909090764e+01,3.554096926713955895e+01
4.030109589041095575e+01,2.703913043478261358e+01,4.044934629404617255e+01,8.006298342541438018e+00,4.011807493540051439e+01,7.830439655172413893e+01,2.870376811594202948e+01,3.682109890109889960e+01,7.396628571428571775e+01,8.755646687697160147e+00,3.542065121412803563e+01,7.027581632653061661e+01,4.655390909090909446e+01,4.731607495069033575e+01,4.343937254901960898e+01,2.290749999999999886e+01,2.338307692307692420e+01,3.708153958143758899e+01
3.782649450023912152e+01,2.778187499999999943e+01,3.794312288340589845e+01,8.354611111111109878e+00,3.901026282853567295e+01,7.952000000000002444e+01,3.083055555555555927e+01,3.289527377521613971e+01,6.310150234741784203e+01,9.113323353293411699e+00,3.357805251641137545e+01,7.415957446808511122e+01,3.583163841807910188e+01,4.135873584905660749e+01,4.498809160305344079e+01,2.230272727272727451e+01,2.793000000000000327e+01,3.531804269824178277e+01
3.764364991584515252e+01,2.801688888888888940e+01,3.774894992707826447e+01,8.356747572815534042e+00,3.532494884910485666e+01,5.730724770642201804e+01,2.929294117647058471e+01,3.763013927576601247e+01,6.250655813953488149e+01,9.451671732522795466e+00,3.356268707482993108e+01,7.558615384615384869e+01,4.213626373626373578e+01,4.512471590909090935e+01,4.707286764705882121e+01,1.913444444444444414e+01,2.271333333333333471e+01,3.534443265007320178e+01
3.384905609756097533e+01,2.573545454545454447e+01,3.393707347140038877e+01,8.109585492227978420e+00,3.283831325301204629e+01,6.647778846153846644e+01,2.416180555555555642e+01,3.136522346368715120e+01,6.343887804878049508e+01,8.916613924050633244e+00,2.938772266065388905e+01,7.006674033149172942e+01,3.306508108108108246e+01,3.911192592592593087e+01,3.679932835820896031e+01,2.239000000000000057e+01,1.872999999999999687e+01,3.192328311011907971e+01
4.031026201923076968e+01,3.940043478260869847e+01,4.032043509965970429e+01,8.485228426395938328e+00,4.067560355781448322e+01,6.580766990291262175e+01,2.458081081081081365e+01,4.100795148247978972e+01,7.570611353711792901e+01,9.409695121951219932e+00,3.318187224669603808e+01,7.790808383233533618e+01,4.389989010989011575e+01,5.072540186915887261e+01,4.160137339055793859e+01,2.439363636363636090e+01,2.799399999999999977e+01,4.008934655988353057e+01
3.997211297565587529e+01,2.686439999999999984e+01,4.012886629992824084e+01,8.718882352941177416e+00,4.010556091676718182e+01,6.745890909090910270e+01,3.210442857142857065e+01,3.721816155988857844e+01,6.689557017543859274e+01,8.875957446808511619e+00,3.417841163310961861e+01,7.164637305699481828e+01,4.604831578947368342e+01,4.785127340823969888e+01,4.786389090909090527e+01,2.417363636363636559e+01,2.275166666666666515e+01,3.662654286217216537e+01
